Store Number,Average Deliveries Per Week,Average Deliveries Per Month,FY 15 OOS Rate,Average Cases Delivered Per Week,Store Type,Total Footage,A-B Region,Delivery Schedule
1961,2,9,3.77%,260,BASE STR SUPERCENTER,40,3,MoTh
1962,2,8,9.14%,386,BASE STR SUPERCENTER,40.125,3,Mo
1965,3,13,2.22%,630,BASE STR SUPERCENTER,60,4,MoWeFr
1966,2,9,3.51%,324,BASE STR SUPERCENTER,40,1,TuFr
1969,2,9,4.65%,232,BASE STR SUPERCENTER,68,1,Tu
1971,2,7,5.38%,110,BASE STR SUPERCENTER,24,4,Tu
1973,2,10,4.39%,610,BASE STR SUPERCENTER,40,1,MoTh
1975,2,9,3.86%,526,BASE STR SUPERCENTER,48,1,TuFr
1976,3,13,3.62%,482,BASE STR SUPERCENTER,76,1,Fr
1978,2,9,5.04%,594,BASE STR SUPERCENTER,52,3,MoTu
1982,2,9,10.16%,417,BASE STR SUPERCENTER,68.91666603,3,MoTh
1986,1,6,3.86%,434,BASE STR SUPERCENTER,64,3,We
1987,2,9,5.52%,454,BASE STR SUPERCENTER,56,3,TuTh
1988,2,11,4.78%,402,BASE STR SUPERCENTER,68,7,TuFr
1989,2,8,2.16%,209,BASE STR SUPERCENTER,24,7,TuFr
1991,2,9,6.42%,482,BASE STR SUPERCENTER,60,3,MoTh
1993,2,9,2.77%,312,BASE STR SUPERCENTER,40,1,TuFr
1994,2,10,3.73%,762,BASE STR SUPERCENTER,72,1,MoTh
1995,2,9,3.58%,364,BASE STR SUPERCENTER,60.91666603,6,MoTh
1996,2,9,6.89%,440,BASE STR SUPERCENTER,36,2,Fr
1997,2,9,4.44%,162,BASE STR SUPERCENTER,116,1,MoTh
1998,2,8,8.09%,136,BASE STR SUPERCENTER,48,3,Mo
1999,1,5,8.11%,45,BASE STR SUPERCENTER,12,4,We
2000,2,10,2.31%,654,BASE STR SUPERCENTER,44,2,Fr
2001,2,11,6.26%,418,BASE STR SUPERCENTER,72,7,Fr
2002,2,9,5.34%,406,BASE STR SUPERCENTER,40,7,TuFr
2004,2,9,2.42%,594,BASE STR SUPERCENTER,60.91666603,4,TuFr
2005,2,9,3.31%,447,BASE STR SUPERCENTER,60.91666603,2,MoTh
2006,2,9,1.30%,482,BASE STR SUPERCENTER,70.66666794,6,TuFr
2007,2,9,2.61%,647,BASE STR SUPERCENTER,54.5,6,TuTh
2010,2,9,3.67%,318,BASE STR SUPERCENTER,56,3,MoTh
2013,2,9,2.68%,393,BASE STR SUPERCENTER,40,1,MoTh
2014,3,15,3.52%,841,BASE STR SUPERCENTER,96,3,Fr
2015,2,8,4.81%,279,BASE STR SUPERCENTER,60,1,MoTh
2016,3,14,1.38%,824,BASE STR SUPERCENTER,68.91666603,6,MoWeFr
2021,2,9,3.19%,423,BASE STR SUPERCENTER,60,1,TuFr
2025,2,9,4.78%,431,BASE STR SUPERCENTER,56,7,MoTh
2032,1,6,2.84%,357,BASE STR SUPERCENTER,32,7,Th
2033,1,6,7.77%,313,BASE STR SUPERCENTER,29.02083397,4,Mo
2035,2,8,3.13%,340,BASE STR SUPERCENTER,40.91666603,3,MoTh
2036,3,13,1.93%,265,BASE STR SUPERCENTER,40.91666603,3,MoWeFr
2037,2,9,4.09%,369,BASE STR SUPERCENTER,48,6,WeFr
2038,2,9,2.15%,308,BASE STR SUPERCENTER,73.83333206,1,MoTh
2046,2,9,2.33%,328,BASE STR SUPERCENTER,52.91666603,1,WeFr
2047,2,9,1.70%,351,BASE STR SUPERCENTER,52,1,MoWe
2048,2,9,4.89%,458,BASE STR SUPERCENTER,64,7,TuFr
2050,2,9,3.14%,510,BASE STR SUPERCENTER,60,7,TuFr
2051,2,9,1.82%,961,BASE STR SUPERCENTER,76,7,TuFr
2053,2,9,3.56%,555,BASE STR SUPERCENTER,44,7,WeFr
2055,2,10,4.07%,757,BASE STR SUPERCENTER,60,1,TuFr
2056,3,12,5.25%,429,BASE STR SUPERCENTER,40.91666603,1,WeFr
2058,2,9,3.95%,265,BASE STR SUPERCENTER,56,2,TuTh
2061,2,9,4.46%,360,BASE STR SUPERCENTER,40.91666603,3,MoTh
2062,2,9,4.16%,258,BASE STR SUPERCENTER,52,3,MoTh
2063,2,9,8.37%,292,BASE STR SUPERCENTER,48,3,TuFr
2065,2,9,2.61%,308,BASE STR SUPERCENTER,56.91666603,2,TuFr
2066,2,10,4.52%,414,BASE STR SUPERCENTER,64,5,TuFr
2069,2,9,2.19%,462,BASE STR SUPERCENTER,68,6,TuFr
2070,2,9,14.68%,115,BASE STR SUPERCENTER,61.45833206,6,TuFr
2071,1,5,6.38%,97,BASE STR SUPERCENTER,87.25,6,Tu
2073,2,8,6.75%,155,BASE STR SUPERCENTER,48,3,MoTh
2075,2,9,2.98%,495,BASE STR SUPERCENTER,60,6,TuFr
2078,2,9,4.46%,372,BASE STR SUPERCENTER,60.91666603,3,MoTh
2079,4,18,3.98%,639,BASE STR SUPERCENTER,80.91666603,3,Mo
2080,2,8,4.11%,272,BASE STR SUPERCENTER,56,3,Mo
2081,2,9,1.90%,488,BASE STR SUPERCENTER,40,2,TuFr
2082,2,8,8.67%,242,BASE STR SUPERCENTER,32,7,Th
2083,3,13,3.58%,379,BASE STR SUPERCENTER,60,3,Fr
2084,5,21,3.13%,411,BASE STR SUPERCENTER,72,6,None
2086,2,9,1.91%,243,BASE STR SUPERCENTER,64,5,TuFr
2088,2,9,2.73%,494,BASE STR SUPERCENTER,40,1,TuFr
2089,4,16,1.49%,503,BASE STR SUPERCENTER,56,1,TuFr
2091,3,13,11.27%,285,BASE STR SUPERCENTER,68,2,Fr
2093,2,9,3.90%,388,BASE STR SUPERCENTER,40,1,TuFr
2094,2,9,6.92%,281,BASE STR SUPERCENTER,36,7,MoTh
2097,2,9,4.89%,211,BASE STR SUPERCENTER,36,1,MoFr
2098,3,15,1.21%,166,BASE STR SUPERCENTER,52.91666603,3,TuFr
2100,2,9,2.42%,571,BASE STR SUPERCENTER,76.91666603,3,MoTh
2101,2,9,2.80%,384,BASE STR SUPERCENTER,40.91666603,6,TuFr
2102,2,9,1.48%,461,BASE STR SUPERCENTER,40.91666603,3,TuTh
2104,3,13,7.74%,263,BASE STR SUPERCENTER,40,1,MoFr
2106,2,10,3.02%,551,BASE STR SUPERCENTER,60,7,WeFr
2107,2,9,28.32%,101,BASE STR SUPERCENTER,48,1,TuFr
2110,2,8,7.37%,179,BASE STR SUPERCENTER,84,7,TuFr
2111,2,10,4.22%,365,BASE STR SUPERCENTER,60,2,MoTh
2113,2,9,3.13%,562,BASE STR SUPERCENTER,56.91666603,7,TuFr
2114,3,15,3.47%,415,BASE STR SUPERCENTER,24,2,MoTuFr
2115,2,9,5.49%,391,BASE STR SUPERCENTER,72,3,TuFr
2116,3,12,4.38%,473,BASE STR SUPERCENTER,84,1,WeFr
2117,2,8,10.50%,344,BASE STR SUPERCENTER,68,7,MoTh
2119,2,6,,98,BASE STR SUPERCENTER,48,7,Th
2120,2,9,1.29%,323,BASE STR SUPERCENTER,48.125,1,TuFr
2121,2,9,1.70%,537,BASE STR SUPERCENTER,68.91666603,6,TuFr
2123,2,7,,75,BASE STR SUPERCENTER,72,5,Mo
2124,1,5,3.55%,183,BASE STR SUPERCENTER,60,3,We
2125,1,5,5.24%,78,BASE STR SUPERCENTER,16,6,We
2127,2,9,2.25%,494,BASE STR SUPERCENTER,60.91666603,3,WeFr
2130,2,9,3.15%,298,BASE STR SUPERCENTER,60,1,TuTh
2131,3,13,3.97%,197,BASE STR SUPERCENTER,16.91666603,4,Fr
2132,2,9,6.02%,251,BASE STR SUPERCENTER,60,5,MoTh
2133,2,7,1.72%,206,BASE STR SUPERCENTER,24,5,Tu
2134,2,9,2.17%,431,BASE STR SUPERCENTER,38.66666794,2,MoTh
2135,3,13,2.25%,469,BASE STR SUPERCENTER,24,1,Fr
2136,2,9,0.82%,487,BASE STR SUPERCENTER,56,1,TuFr
2137,2,8,4.04%,193,BASE STR SUPERCENTER,56,2,Fr
2140,2,8,2.46%,326,BASE STR SUPERCENTER,64,1,TuFr
2142,2,10,4.09%,881,BASE STR SUPERCENTER,92.125,1,TuFr
2143,2,9,1.11%,291,BASE STR SUPERCENTER,36,1,MoTh
2146,3,14,3.96%,358,BASE STR SUPERCENTER,48,1,MoWeFr
2147,4,16,2.99%,326,BASE STR SUPERCENTER,44,6,TuFr
2149,2,9,8.94%,267,BASE STR SUPERCENTER,40,3,TuFr
2151,2,9,7.10%,247,BASE STR SUPERCENTER,44.125,2,WeSa
2152,3,13,3.41%,252,BASE STR SUPERCENTER,40,1,We
2153,2,9,1.90%,523,BASE STR SUPERCENTER,102.5,1,MoTh
2154,2,8,6.33%,215,BASE STR SUPERCENTER,56,2,Tu
2159,3,12,3.90%,533,BASE STR SUPERCENTER,40,1,TuFr
2160,2,9,2.44%,360,BASE STR SUPERCENTER,48,1,MoTh
2164,2,9,2.04%,638,BASE STR SUPERCENTER,48,1,MoTh
2166,2,10,5.81%,191,BASE STR SUPERCENTER,36,1,Fr
2175,2,10,1.81%,678,BASE STR SUPERCENTER,48,4,We
2176,3,13,4.22%,415,BASE STR SUPERCENTER,48,2,TuSa
2178,2,9,3.98%,226,BASE STR SUPERCENTER,52,1,MoTh
2181,2,9,3.05%,473,BASE STR SUPERCENTER,80,7,TuFr
2183,2,9,1.89%,354,BASE STR SUPERCENTER,48,1,MoTh
2187,2,9,3.13%,469,BASE STR SUPERCENTER,48,6,TuTh
2188,1,4,5.08%,139,BASE STR SUPERCENTER,65.04166603,6,Th
2189,2,9,5.37%,327,BASE STR SUPERCENTER,60,7,WeFr
2191,2,9,3.76%,215,BASE STR SUPERCENTER,40,3,MoTh
2192,4,18,3.26%,401,BASE STR SUPERCENTER,64,3,MoWeFr
2193,2,9,3.24%,347,BASE STR SUPERCENTER,60.91666603,3,MoFr
2196,2,9,3.20%,281,BASE STR SUPERCENTER,56,6,TuFr
2197,2,9,4.81%,359,BASE STR SUPERCENTER,68,3,TuFr
2198,1,5,6.73%,74,BASE STR SUPERCENTER,12.125,4,We
2199,2,9,5.60%,513,BASE STR SUPERCENTER,40,3,TuFr
2201,3,13,2.63%,710,BASE STR SUPERCENTER,68,5,TuSa
2202,2,9,1.04%,486,BASE STR SUPERCENTER,68.91666603,1,TuFr
2207,1,6,2.84%,154,BASE STR SUPERCENTER,32,6,We
2209,2,9,5.53%,246,BASE STR SUPERCENTER,56,3,TuFr
2210,2,9,3.37%,297,BASE STR SUPERCENTER,44,1,TuFr
2211,2,9,7.76%,123,BASE STR SUPERCENTER,28,3,TuFr
2213,3,11,2.48%,685,BASE STR SUPERCENTER,40,4,TuFr
2214,3,12,4.84%,437,BASE STR SUPERCENTER,72,2,MoTh
2215,1,5,3.15%,199,BASE STR SUPERCENTER,84,3,Mo
2218,2,9,6.47%,321,BASE STR SUPERCENTER,60,7,TuTh
2221,2,10,2.05%,418,BASE STR SUPERCENTER,52.16666603,4,MoWe
2223,1,5,5.86%,74,BASE STR SUPERCENTER,24,6,Mo
2231,2,9,2.11%,363,BASE STR SUPERCENTER,32.91666603,3,WeSa
2234,2,9,3.90%,519,BASE STR SUPERCENTER,68,1,TuFr
2237,3,13,3.62%,811,BASE STR SUPERCENTER,60,2,FrSa
2238,2,9,2.87%,344,BASE STR SUPERCENTER,40.91666603,3,WeFr
2239,2,10,4.35%,631,BASE STR SUPERCENTER,64,5,TuFr
2241,2,8,2.44%,221,BASE STR SUPERCENTER,40,6,TuFr
2242,2,8,1.72%,483,BASE STR SUPERCENTER,56,7,TuFr
2244,2,9,4.50%,255,BASE STR SUPERCENTER,71.04166651,3,MoFr
2245,2,9,8.64%,572,BASE STR SUPERCENTER,60,7,TuFr
2249,2,9,1.42%,735,BASE STR SUPERCENTER,60.91666603,6,TuFr
2250,2,9,2.61%,124,BASE STR SUPERCENTER,56.08333302,3,TuFr
2251,2,9,9.36%,419,BASE STR SUPERCENTER,32,7,TuFr
2253,2,9,1.79%,775,BASE STR SUPERCENTER,48,7,TuFr
2256,2,7,3.27%,325,BASE STR SUPERCENTER,40.91666603,2,Fr
2259,2,9,2.65%,506,BASE STR SUPERCENTER,68,6,TuFr
2262,4,17,5.02%,495,BASE STR SUPERCENTER,56,1,Fr
2265,2,9,3.46%,584,BASE STR SUPERCENTER,40,2,TuFr
2266,2,9,8.70%,309,BASE STR SUPERCENTER,76.125,3,MoTh
2269,2,10,2.29%,572,BASE STR SUPERCENTER,40.91666603,6,MoTh
2270,2,9,2.16%,77,BASE STR SUPERCENTER,24,6,MoTh
2271,2,9,2.66%,460,BASE STR SUPERCENTER,68.91666603,3,TuFr
2273,2,9,3.05%,299,BASE STR SUPERCENTER,40,3,WeFr
2275,1,5,1.93%,221,BASE STR SUPERCENTER,40.91666603,3,Fr
2276,2,9,2.58%,485,BASE STR SUPERCENTER,60.125,3,TuFr
2277,2,9,13.59%,273,BASE STR SUPERCENTER,32,7,WeFr
2285,3,13,2.68%,535,BASE STR SUPERCENTER,80.91666603,1,MoFr
2292,2,9,5.71%,414,BASE STR SUPERCENTER,40,7,Fr
2293,1,4,1.24%,54,BASE STR SUPERCENTER,40,6,Th
2295,2,9,3.75%,309,BASE STR SUPERCENTER,84,1,TuFr
2306,3,13,5.26%,638,BASE STR SUPERCENTER,60.91666603,2,TuFr
2307,2,10,1.69%,198,BASE STR SUPERCENTER,24,6,TuFr
2309,2,9,3.82%,175,BASE STR SUPERCENTER,40,3,MoFr
2310,2,9,2.72%,236,BASE STR SUPERCENTER,40,2,MoTh
2311,2,9,1.97%,369,BASE STR SUPERCENTER,40.125,3,TuFr
2312,3,13,2.25%,237,BASE STR SUPERCENTER,56,1,MoWeFr
2313,2,9,4.22%,248,BASE STR SUPERCENTER,40,3,TuFr
2316,2,9,7.57%,298,BASE STR SUPERCENTER,72,3,MoTh
2320,2,9,4.12%,214,BASE STR SUPERCENTER,52,6,TuFr
2322,2,8,12.36%,269,BASE STR SUPERCENTER,48,2,MoTh
2323,2,8,5.54%,203,BASE STR SUPERCENTER,48,3,MoTh
2325,2,8,5.30%,495,BASE STR SUPERCENTER,84,6,MoTh
2330,2,9,2.09%,721,BASE STR SUPERCENTER,92.25,1,TuFr
2337,3,13,3.32%,414,BASE STR SUPERCENTER,48,1,MoWeFr
2338,2,9,3.60%,356,BASE STR SUPERCENTER,60,3,Fr
2339,2,8,2.42%,415,BASE STR SUPERCENTER,68.125,3,MoTh
2348,2,9,4.68%,547,BASE STR SUPERCENTER,52,2,MoTh
2350,2,8,1.95%,272,BASE STR SUPERCENTER,40,3,MoTh
2351,2,9,6.78%,280,BASE STR SUPERCENTER,40,1,MoFr
2352,2,9,6.73%,148,BASE STR SUPERCENTER,20,4,TuFr
2354,2,9,5.71%,156,BASE STR SUPERCENTER,76.375,3,TuFr
2355,2,9,4.63%,256,BASE STR SUPERCENTER,56,1,TuFr
2358,4,18,1.80%,919,BASE STR SUPERCENTER,76.91666603,3,Fr
2360,2,8,5.84%,139,BASE STR SUPERCENTER,56,2,Tu
2362,2,7,2.87%,112,BASE STR SUPERCENTER,62.1875,3,Th
2369,2,8,6.07%,432,BASE STR SUPERCENTER,48,1,Fr
2385,2,9,3.21%,364,BASE STR SUPERCENTER,44,6,TuFr
2386,2,9,3.77%,357,BASE STR SUPERCENTER,48,1,TuFr
2387,3,13,7.59%,458,BASE STR SUPERCENTER,72,2,MoFr
2388,3,12,4.54%,446,BASE STR SUPERCENTER,28,3,MoFr
2400,2,9,3.50%,246,BASE STR SUPERCENTER,56,3,TuFr
2403,2,9,2.97%,533,BASE STR SUPERCENTER,56,6,TuFr
2404,2,10,3.30%,371,BASE STR SUPERCENTER,68,5,TuFr
2405,3,15,1.95%,692,BASE STR SUPERCENTER,44,1,MoTh
2421,2,9,2.01%,514,BASE STR SUPERCENTER,109.041666,3,TuFr
2424,2,9,3.23%,354,BASE STR SUPERCENTER,56,1,TuFr
2426,4,17,3.97%,251,BASE STR SUPERCENTER,56,3,MoWeThFr
2427,2,10,4.14%,326,BASE STR SUPERCENTER,70.66666794,5,TuTh
2428,2,9,5.21%,109,BASE STR SUPERCENTER,24,4,TuFr
2432,2,10,2.39%,263,BASE STR SUPERCENTER,56,4,MoTh
2434,2,9,3.90%,422,BASE STR SUPERCENTER,40,3,TuFr
2437,4,17,2.40%,423,BASE STR SUPERCENTER,44,1,MoTh
2438,2,9,4.38%,446,BASE STR SUPERCENTER,36,1,Fr
2441,2,9,3.22%,131,BASE STR SUPERCENTER,40,3,TuFr
2444,2,9,3.33%,468,BASE STR SUPERCENTER,64,1,TuFr
2447,1,5,3.78%,118,BASE STR SUPERCENTER,48,3,We
2448,1,5,2.57%,130,BASE STR SUPERCENTER,32.875,4,Fr
2453,2,9,1.47%,485,BASE STR SUPERCENTER,64,7,MoFr
2455,4,17,3.08%,767,BASE STR SUPERCENTER,60.91666603,6,MoWeFrSa
2458,2,10,5.82%,254,BASE STR SUPERCENTER,24,7,TuSa
2459,3,14,1.98%,604,BASE STR SUPERCENTER,48,2,TuThSa
2469,2,9,7.97%,333,BASE STR SUPERCENTER,40,6,TuFr
2471,3,15,3.27%,216,BASE STR SUPERCENTER,36,3,MoTh
2472,2,9,6.19%,381,BASE STR SUPERCENTER,40,2,MoTh
2474,3,13,1.76%,230,BASE STR SUPERCENTER,48,3,MoWeFr
2475,2,8,4.34%,199,BASE STR SUPERCENTER,92,2,TuFr
2476,2,9,5.35%,376,BASE STR SUPERCENTER,44,6,TuFr
2479,2,9,6.05%,478,BASE STR SUPERCENTER,60,7,Fr
2482,2,9,1.41%,666,BASE STR SUPERCENTER,40,7,TuFr
2484,2,9,4.33%,496,BASE STR SUPERCENTER,48,2,TuFr
2491,2,9,1.21%,586,BASE STR SUPERCENTER,56,3,TuFr
2493,1,5,7.00%,137,BASE STR SUPERCENTER,60,3,We
2494,2,9,7.05%,292,BASE STR SUPERCENTER,32,7,WeFr
2504,3,13,6.11%,371,BASE STR SUPERCENTER,48,1,MoWeFr
2505,2,9,3.43%,250,BASE STR SUPERCENTER,71.04166651,5,TuFr
2506,2,9,1.91%,264,BASE STR SUPERCENTER,32,3,TuFr
2508,3,13,1.70%,386,BASE STR SUPERCENTER,40.91666603,6,Sa
2509,1,5,2.60%,271,BASE STR SUPERCENTER,24,3,Th
2510,2,9,1.19%,300,BASE STR SUPERCENTER,24,3,Fr
2512,2,9,2.66%,921,BASE STR SUPERCENTER,56,7,WeFr
2513,2,9,5.64%,362,BASE STR SUPERCENTER,48,2,MoTh
2515,2,9,1.30%,654,BASE STR SUPERCENTER,40.91666603,7,TuFr
2517,2,9,3.51%,320,BASE STR SUPERCENTER,32,7,TuTh
2522,2,10,2.57%,815,BASE STR SUPERCENTER,68,3,MoFr
2526,2,9,4.82%,172,BASE STR SUPERCENTER,24,7,TuFr
2529,3,11,3.19%,408,BASE STR SUPERCENTER,40,1,Fr
2532,2,9,2.52%,186,BASE STR SUPERCENTER,48,3,MoFr
2533,3,12,1.30%,626,BASE STR SUPERCENTER,56,2,Fr
2534,2,9,3.71%,511,BASE STR SUPERCENTER,64,2,TuFr
2537,3,14,4.13%,673,BASE STR SUPERCENTER,88,7,TuThSa
2541,2,9,3.95%,422,BASE STR SUPERCENTER,40,3,TuFr
2542,2,9,3.88%,386,BASE STR SUPERCENTER,48,3,TuFr
2544,1,5,3.37%,196,BASE STR SUPERCENTER,40.125,3,Fr
2545,2,9,2.53%,377,BASE STR SUPERCENTER,36,3,TuFr
2547,3,11,4.54%,269,BASE STR SUPERCENTER,40.91666603,1,MoFr
2549,2,9,1.49%,751,BASE STR SUPERCENTER,60,6,TuFr
2550,2,9,4.48%,217,BASE STR SUPERCENTER,56,6,TuFr
2552,3,14,5.86%,218,BASE STR SUPERCENTER,52,6,MoTh
2554,2,9,1.89%,609,BASE STR SUPERCENTER,60.91666603,7,WeFr
2557,2,9,7.91%,464,BASE STR SUPERCENTER,52,7,TuFr
2559,2,8,6.85%,209,BASE STR SUPERCENTER,48,3,TuTh
2562,1,4,5.59%,70,BASE STR SUPERCENTER,24,4,Tu
2563,2,8,2.63%,293,BASE STR SUPERCENTER,36,3,Fr
2564,3,11,2.75%,356,BASE STR SUPERCENTER,32,1,MoTh
2565,2,10,2.99%,365,BASE STR SUPERCENTER,48,1,MoTh
2566,3,13,2.15%,425,BASE STR SUPERCENTER,52,3,Fr
2567,1,5,6.22%,240,BASE STR SUPERCENTER,60,3,We
2576,3,13,4.48%,267,BASE STR SUPERCENTER,40,3,Mo
2580,2,11,3.55%,518,BASE STR SUPERCENTER,48,2,TuFr
2581,2,9,2.80%,349,BASE STR SUPERCENTER,48,1,MoTh
2584,2,8,7.97%,60,BASE STR SUPERCENTER,32,2,TuFr
2591,3,12,6.70%,214,BASE STR SUPERCENTER,40,2,TuSa
2592,2,9,4.04%,390,BASE STR SUPERCENTER,56,7,TuTh
2593,2,9,2.08%,487,BASE STR SUPERCENTER,68.91666603,7,TuTh
2595,3,13,6.77%,475,BASE STR SUPERCENTER,72,6,MoWeFr
2596,3,12,4.68%,567,BASE STR SUPERCENTER,46.66666794,6,WeFr
2599,2,9,3.01%,404,BASE STR SUPERCENTER,60.91666603,5,We
2600,2,10,1.61%,470,BASE STR SUPERCENTER,32,4,TuFr
2605,2,8,3.19%,231,BASE STR SUPERCENTER,56,3,MoTh
2606,2,9,2.44%,500,BASE STR SUPERCENTER,52,2,MoTh
2607,2,9,4.59%,216,BASE STR SUPERCENTER,44,6,TuFr
2608,3,15,2.33%,395,BASE STR SUPERCENTER,32,6,MoWeFr
2609,2,9,7.11%,306,BASE STR SUPERCENTER,40,7,WeFr
2610,2,9,3.32%,138,BASE STR SUPERCENTER,40,3,TuFr
2612,3,14,3.31%,829,BASE STR SUPERCENTER,72,5,Sa
2613,2,8,6.46%,160,BASE STR SUPERCENTER,24,3,Th
2615,2,9,1.94%,342,BASE STR SUPERCENTER,56,2,TuFr
2616,4,17,0.75%,801,BASE STR SUPERCENTER,70.66666794,4,MoTuWeFr
2617,2,9,3.77%,332,BASE STR SUPERCENTER,44,7,TuFr
2618,2,9,6.31%,179,BASE STR SUPERCENTER,40,3,TuFr
2619,2,9,7.16%,447,BASE STR SUPERCENTER,40,3,TuTh
2620,2,9,5.17%,384,BASE STR SUPERCENTER,56,3,TuFr
2626,3,13,3.51%,931,BASE STR SUPERCENTER,64,2,Sa
2627,2,9,6.58%,223,BASE STR SUPERCENTER,44,2,MoTh
2628,2,9,2.97%,324,BASE STR SUPERCENTER,64,3,TuFr
2630,2,9,3.31%,441,BASE STR SUPERCENTER,48,2,TuFr
2631,2,8,4.73%,229,BASE STR SUPERCENTER,40,3,TuFr
2634,2,9,2.20%,568,BASE STR SUPERCENTER,40,1,MoFr
2637,3,12,5.44%,363,BASE STR SUPERCENTER,68,1,MoTh
2639,2,7,4.91%,219,BASE STR SUPERCENTER,48.125,1,Fr
2643,1,4,5.07%,16,BASE STR SUPERCENTER,24,4,Th
2644,2,9,3.88%,314,BASE STR SUPERCENTER,56.125,3,TuTh
2645,2,8,6.86%,187,BASE STR SUPERCENTER,24,1,Tu
2646,2,9,3.42%,275,BASE STR SUPERCENTER,36,1,MoTh
2647,2,9,0.85%,505,BASE STR SUPERCENTER,32,1,TuTh
2649,2,9,2.11%,346,BASE STR SUPERCENTER,60.91666603,5,TuFr
2652,2,9,3.67%,396,BASE STR SUPERCENTER,24,5,TuFr
2653,2,9,1.79%,403,BASE STR SUPERCENTER,24,5,MoTh
2656,2,9,2.67%,739,BASE STR SUPERCENTER,24,5,TuFr
2658,3,13,1.13%,361,BASE STR SUPERCENTER,92,3,Fr
2662,2,9,4.36%,406,BASE STR SUPERCENTER,28,1,TuFr
2665,2,9,2.38%,457,BASE STR SUPERCENTER,40.91666603,5,TuFr
2667,2,8,2.19%,470,BASE STR SUPERCENTER,60.91666603,5,We
2668,2,9,4.08%,182,BASE STR SUPERCENTER,60,3,Fr
2671,2,10,2.68%,602,BASE STR SUPERCENTER,56,7,MoTh
2672,2,9,8.92%,84,BASE STR SUPERCENTER,24,6,TuFr
2678,2,8,5.83%,247,BASE STR SUPERCENTER,40,3,TuFr
2679,2,9,3.23%,483,BASE STR SUPERCENTER,40.125,3,TuFr
2680,2,8,3.13%,223,BASE STR SUPERCENTER,36,3,TuFr
2682,2,9,6.12%,129,BASE STR SUPERCENTER,36,1,TuFr
2684,5,21,7.22%,265,BASE STR SUPERCENTER,63.375,3,MoTuWeFr
2687,2,9,4.40%,470,BASE STR SUPERCENTER,48.91666603,5,MoTh
2688,2,9,3.85%,488,BASE STR SUPERCENTER,60.91666603,2,MoTh
2690,2,9,2.47%,380,BASE STR SUPERCENTER,54.5625,3,TuFr
2691,2,9,4.21%,382,BASE STR SUPERCENTER,56,3,MoFr
2692,2,8,2.19%,357,BASE STR SUPERCENTER,68,3,TuFr
2693,2,9,5.86%,457,BASE STR SUPERCENTER,60.125,4,WeFr
2694,2,10,1.79%,452,BASE STR SUPERCENTER,48,2,Fr
2695,3,13,2.64%,610,BASE STR SUPERCENTER,56,3,Sa
2696,2,9,5.19%,264,BASE STR SUPERCENTER,24,7,TuFr
2700,2,8,2.16%,314,BASE STR SUPERCENTER,48,4,TuFr
2702,2,9,2.56%,379,BASE STR SUPERCENTER,48,2,Th
2703,2,9,2.06%,423,BASE STR SUPERCENTER,28.91666603,2,TuTh
2704,2,9,3.16%,548,BASE STR SUPERCENTER,40,5,MoTh
2706,2,9,2.40%,390,BASE STR SUPERCENTER,60.91666603,7,TuFr
2708,2,9,3.90%,805,BASE STR SUPERCENTER,76,2,WeFr
2712,3,12,2.47%,982,BASE STR SUPERCENTER,68.91666603,2,Fr
2713,2,9,1.28%,377,BASE STR SUPERCENTER,64.91666603,4,TuFr
2714,2,10,1.66%,630,BASE STR SUPERCENTER,48,2,MoTh
2715,3,14,3.95%,800,BASE STR SUPERCENTER,80.91666603,4,MoWeFr
2716,2,9,2.61%,861,BASE STR SUPERCENTER,56.91666603,2,TuFr
2717,2,10,6.57%,260,BASE STR SUPERCENTER,48,5,TuFr
2720,2,9,2.28%,295,BASE STR SUPERCENTER,108,6,TuFr
2722,2,9,3.93%,201,BASE STR SUPERCENTER,77.04166603,5,TuFr
2724,2,10,3.57%,709,BASE STR SUPERCENTER,84,3,TuFr
2725,3,13,4.26%,193,BASE STR SUPERCENTER,60.91666603,3,MoThFr
2726,3,12,8.13%,278,BASE STR SUPERCENTER,78.91666603,2,Fr
2727,2,10,3.12%,489,BASE STR SUPERCENTER,72.91666603,3,TuFr
2728,2,9,4.53%,585,BASE STR SUPERCENTER,48.91666603,6,TuFr
2729,2,8,4.38%,158,BASE STR SUPERCENTER,24,2,MoTh
2730,2,9,,338,BASE STR SUPERCENTER,24,2,WeFr
2732,3,11,3.41%,480,BASE STR SUPERCENTER,48,2,MoTh
2733,1,5,2.27%,157,BASE STR SUPERCENTER,32,5,Tu
2734,2,9,9.09%,426,BASE STR SUPERCENTER,24,7,TuFr
2735,2,9,2.76%,349,BASE STR SUPERCENTER,28,2,MoTh
2739,2,9,3.77%,423,BASE STR SUPERCENTER,48,5,TuFr
2748,3,15,2.34%,1219,BASE STR SUPERCENTER,116.916666,2,TuFr
2749,2,9,5.84%,340,BASE STR SUPERCENTER,48,6,TuFr
2751,1,5,7.08%,77,BASE STR SUPERCENTER,24,6,MoWe
2752,1,5,6.59%,31,BASE STR SUPERCENTER,4,2,MoWe
2753,2,8,4.50%,289,BASE STR SUPERCENTER,48,2,MoTh
2754,2,9,3.21%,425,BASE STR SUPERCENTER,24,2,TuFr
2755,2,9,7.97%,395,BASE STR SUPERCENTER,56.91666603,2,TuFr
2757,2,8,2.62%,212,BASE STR SUPERCENTER,68,1,TuFr
